home_team,away_team,home_score,away_score,tena,HTRF,THFP,PHPAR,PHSPAR,PHPSAR,PHDAR,PHTSA,PHDBAR,PHAAR,ATRF,TAFP,PAPAR,PASPAR,PAPSAR,PADAR,PATSA,PADBAR,PAAAR
Mexico,Honduras,0,0,,16,15,72,62,75,65,77,71,27,3,34,70,62,78,60,77,72,28
Peru,Ecuador,2,1,,46,,69,65,76,61,76,69,27,3,22,70,65,77,57,80,75,27
Russia,Ghana,1,0,,27,10,73,64,78,66,75,68,29,3,23,71,66,80,63,81,74,25
Sweden,Netherlands,1,1,,36,,70,64,77,64,71,67,28,10,8,74,68,80,63,78,75,26
Switzerland,Portugal,2,0,,14,10,73,66,80,69,75,71,26,8,6,74,67,78,67,77,75,29
Uruguay,Paraguay,4,0,,9,12,73,66,78,68,76,74,27,,,,,,,,,
Iceland,Finland,3,2,,35,0,70,62,75,65,71,67,29,,,,,,,,,
Japan,Iraq,2,1,,57,5,73,66,75,67,75,73,28,,,,,,,,,
Korea Republic,Qatar,3,2,,56,9,66,57,76,64,75,67,27,,,,,,,,,
Saudi Arabia,Australia,2,2,,60,4,65,56,73,62,76,65,27,50,5,69,63,77,66,74,68,27
Belgium,Bosnia-Herzegovina,4,0,,2,12,75,67,83,66,76,72,26,1,16,73,66,79,61,77,75,27
France,Bulgaria,4,1,,21,14,77,66,82,72,79,73,27,,,,,,,,,
Portugal,Andorra,6,0,,8,6,74,67,78,67,77,75,29,,,,,,,,,
England,Malta,2,0,,10,14,73,66,77,68,80,74,26,,,,,,,,,
Germany,Czech Republic,3,0,,5,18,79,71,79,65,78,78,25,,,,,,,,,
Mexico,New Zealand,2,1,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Senegal,Cape Verde,2,0,,43,1,68,64,78,67,76,69,26,,,,,,,,,
Iceland,Turkey,2,0,,35,0,70,62,75,65,71,67,29,,,,,,,,,
Israel,Liechtenstein,2,1,,,,,,,,,,,,,,,,,,,
Russia,Costa Rica,3,4,,27,10,73,64,78,66,75,68,29,25,4,68,60,74,65,75,67,28
Serbia,Austria,3,2,,55,11,72,64,80,65,74,71,27,,,,,,,,,
Tunisia,Guinea,2,0,,47,4,67,61,71,62,72,65,26,,,,,,,,,
Sweden,Bulgaria,3,0,,36,,70,64,77,64,71,67,28,,,,,,,,,
Argentina,Paraguay,0,1,,1,16,78,69,80,68,77,77,28,,,,,,,,,
Australia,Japan,1,1,,50,5,69,63,77,66,74,68,27,57,5,73,66,75,67,75,73,28
Colombia,Uruguay,2,2,,4,5,73,67,79,63,78,74,27,9,12,73,66,78,68,76,74,27
Denmark,Montenegro,0,1,,41,,73,64,78,65,73,69,28,,,,,,,,,
Germany,Northern Ireland,2,0,,5,18,79,71,79,65,78,78,25,,,,,,,,,
Iran,Korea Republic,1,0,,42,4,66,59,74,60,73,65,27,56,9,66,57,76,64,75,67,27
Mexico,Panama,1,0,,16,15,72,62,75,65,77,71,27,52,0,64,57,74,60,73,63,29
Saudi Arabia,United Arab Emirates,3,0,,60,4,65,56,73,62,76,65,27,,,,,,,,,
Colombia,Chile,0,0,,4,5,73,67,79,63,78,74,27,9,12,73,68,76,64,77,75,28
Iran,Papua New Guinea,8,1,,42,4,66,59,74,60,73,65,27,,,,,,,,,
Denmark,Kazakhstan,4,1,,41,,73,64,78,65,73,69,28,,,,,,,,,
England,Scotland,3,0,,10,14,73,66,77,68,80,74,26,,,,,,,,,
France,Sweden,2,1,,21,14,77,66,82,72,79,73,27,36,,70,64,77,64,71,67,28
Japan,Oman,4,0,,57,5,73,66,75,67,75,73,28,,,,,,,,,
Korea Republic,Canada,2,0,,56,9,66,57,76,64,75,67,27,,,,,,,,,
Croatia,Iceland,2,0,,23,4,74,66,77,65,74,71,27,35,0,70,62,75,65,71,67,29
Nigeria,Algeria,3,1,,67,5,67,58,79,62,77,66,26,4,32,70,62,78,62,74,70,26
Spain,Macedonia,4,0,,6,14,82,69,78,67,76,79,26,,,,,,,,,
Belgium,Estonia,8,1,,2,12,75,67,83,66,76,72,26,,,,,,,,,
Egypt,Ghana,2,0,,44,2,68,61,73,63,72,67,28,3,23,71,66,80,63,81,74,25
Portugal,Latvia,4,1,,8,6,74,67,78,67,77,75,29,,,,,,,,,
Switzerland,Faroe Islands,2,0,,14,10,73,66,80,69,75,71,26,,,,,,,,,
Argentina,Colombia,3,0,,1,16,78,69,80,68,77,77,28,4,5,73,67,79,63,78,74,27
Costa Rica,USA,4,0,,25,4,68,60,74,65,75,67,28,10,31,70,66,80,62,77,72,27
England,Spain,2,2,,10,14,73,66,77,68,80,74,26,6,14,82,69,78,67,76,79,26
France,Ivory Coast,0,0,,21,14,77,66,82,72,79,73,27,3,17,72,65,80,62,80,73,27
Japan,Saudi Arabia,2,1,,57,5,73,66,75,67,75,73,28,60,4,65,56,73,62,76,65,27
Korea Republic,Uzbekistan,2,1,,56,9,66,57,76,64,75,67,27,,,,,,,,,
Panama,Mexico,0,0,,52,0,64,57,74,60,73,63,29,16,15,72,62,75,65,77,71,27
Peru,Brazil,0,2,,46,,69,65,76,61,76,69,27,7,20,76,66,77,68,80,77,27
Russia,Romania,1,0,,27,10,73,64,78,66,75,68,29,,,,,,,,,
Tunisia,Mauritania,0,0,,47,4,67,61,71,62,72,65,26,,,,,,,,,
Tunisia,Uganda,2,0,,47,4,67,61,71,62,72,65,26,,,,,,,,,
Egypt,Tunisia,1,0,,44,2,68,61,73,63,72,67,28,47,4,67,61,71,62,72,65,26
Iceland,Chile,0,1,,35,0,70,62,75,65,71,67,29,9,12,73,68,76,64,77,75,28
Tunisia,Senegal,0,2,,47,4,67,61,71,62,72,65,26,43,1,68,64,78,67,76,69,26
Senegal,Zimbabwe,2,0,,,,,,,,,,,,,,,,,,,
Egypt,Uganda,1,0,,44,2,68,61,73,63,72,67,28,,,,,,,,,
Panama,Costa Rica,1,0,,52,0,64,57,74,60,73,63,29,25,4,68,60,74,65,75,67,28
Senegal,Algeria,2,2,,43,1,68,64,78,67,76,69,26,4,32,70,62,78,62,74,70,26
Egypt,Ghana,1,0,,44,2,68,61,73,63,72,67,28,3,23,71,66,80,63,81,74,25
Brazil,Colombia,1,0,,7,20,76,66,77,68,80,77,27,4,5,73,67,79,63,78,74,27
Senegal,Cameroon,0,0,,43,1,68,64,78,67,76,69,26,7,59,69,64,81,63,81,74,26
Egypt,Morocco,1,0,,44,2,68,61,73,63,72,67,28,64,4,72,64,77,63,76,73,27
Egypt,Cameroon,1,2,,44,2,68,61,73,63,72,67,28,,,,,,,,,
Mexico,Iceland,1,0,,16,15,72,62,75,65,77,71,27,35,0,70,62,75,65,71,67,29
Iran,Iraq,0,1,,42,4,66,59,74,60,73,65,27,,,,,,,,,
Germany,England,1,0,,5,18,79,71,79,65,78,78,25,10,14,73,66,77,68,80,74,26
Argentina,Chile,1,0,,1,16,78,69,80,68,77,77,28,9,12,73,68,76,64,77,75,28
Colombia,Bolivia,1,0,,4,5,73,67,79,63,78,74,27,,,,,,,,,
Nigeria,Senegal,1,1,,67,5,67,58,79,62,77,66,26,43,1,68,64,78,67,76,69,26
Croatia,Ukraine,1,0,,23,4,74,66,77,65,74,71,27,,,,,,,,,
Mexico,Costa Rica,2,0,,16,15,72,62,75,65,77,71,27,25,4,68,60,74,65,75,67,28
Russia,Ivory Coast,0,2,,27,10,73,64,78,66,75,68,29,3,17,72,65,80,62,80,73,27
Spain,Israel,4,1,,6,14,82,69,78,67,76,79,26,,,,,,,,,
Tunisia,Cameroon,0,1,,47,4,67,61,71,62,72,65,26,,,,,,,,,
Belgium,Greece,1,1,,2,12,75,67,83,66,76,72,26,3,18,73,66,79,62,76,74,28
Portugal,Hungary,3,0,,8,6,74,67,78,67,77,75,29,,,,,,,,,
Sweden,Belarus,4,0,,36,,70,64,77,64,71,67,28,,,,,,,,,
Switzerland,Latvia,1,0,,14,10,73,66,80,69,75,71,26,,,,,,,,,
England,Lithuania,2,0,,10,14,73,66,77,68,80,74,26,,,,,,,,,
Australia,United Arab Emirates,2,0,,50,5,69,63,77,66,74,68,27,,,,,,,,,
Brazil,Paraguay,3,0,,7,20,76,66,77,68,80,77,27,,,,,,,,,
Egypt,Togo,3,0,,44,2,68,61,73,63,72,67,28,,,,,,,,,
France,Spain,0,2,,21,14,77,66,82,72,79,73,27,6,14,82,69,78,67,76,79,26
Iran,China,1,0,,42,4,66,59,74,60,73,65,27,9,12,73,68,76,64,77,75,28
Japan,Thailand,4,0,,57,5,73,66,75,67,75,73,28,,,,,,,,,
Korea Republic,Syria,1,0,,56,9,66,57,76,64,75,67,27,,,,,,,,,
Panama,USA,1,1,,52,0,64,57,74,60,73,63,29,10,31,70,66,80,62,77,72,27
Peru,Uruguay,2,1,,46,,69,65,76,61,76,69,27,,,,,,,,,
Portugal,Sweden,2,3,,8,6,74,67,78,67,77,75,29,36,,70,64,77,64,71,67,28
Russia,Belgium,3,3,,27,10,73,64,78,66,75,68,29,2,12,75,67,83,66,76,72,26
Saudi Arabia,Iraq,1,0,,60,4,65,56,73,62,76,65,27,,,,,,,,,
Senegal,Mauritania,2,0,,43,1,68,64,78,67,76,69,26,,,,,,,,,
Egypt,Libya,1,0,,44,2,68,61,73,63,72,67,28,,,,,,,,,
Mexico,Croatia,1,2,,16,15,72,62,75,65,77,71,27,23,4,74,66,77,65,74,71,27
Mexico,Ireland,3,1,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Nigeria,Togo,3,0,,67,5,67,58,79,62,77,66,26,,,,,,,,,
Switzerland,Belarus,1,0,,14,10,73,66,80,69,75,71,26,,,,,,,,,
France,Paraguay,5,0,,21,14,77,66,82,72,79,73,27,,,,,,,,,
Portugal,Cyprus,4,0,,8,6,74,67,78,67,77,75,29,,,,,,,,,
Belgium,Czech Republic,2,1,,2,12,75,67,83,66,76,72,26,,,,,,,,,
Egypt,Libya,1,0,,44,2,68,61,73,63,72,67,28,,,,,,,,,
Senegal,Uganda,0,0,,43,1,68,64,78,67,76,69,26,,,,,,,,,
Denmark,Germany,1,1,,41,,73,64,78,65,73,69,28,5,18,79,71,79,65,78,78,25
Israel,Moldova,1,1,,,,,,,,,,,,,,,,,,,
Japan,Syria,1,1,,57,5,73,66,75,67,75,73,28,,,,,,,,,
Spain,Colombia,2,2,,6,14,82,69,78,67,76,79,26,4,5,73,67,79,63,78,74,27
Australia,Saudi Arabia,3,2,,50,5,69,63,77,66,74,68,27,60,4,65,56,73,62,76,65,27
Costa Rica,Panama,0,0,,25,4,68,60,74,65,75,67,28,52,0,64,57,74,60,73,63,29
Mexico,Honduras,3,0,,16,15,72,62,75,65,77,71,27,3,34,70,62,78,60,77,72,28
Peru,Paraguay,1,0,,46,,69,65,76,61,76,69,27,,,,,,,,,
Argentina,Brazil,1,0,,1,16,78,69,80,68,77,77,28,7,20,76,66,77,68,80,77,27
Russia,Chile,1,1,,27,10,73,64,78,66,75,68,29,9,12,73,68,76,64,77,75,28
Sweden,France,2,1,,36,,70,64,77,64,71,67,28,21,14,77,66,82,72,79,73,27
Germany,San Marino,7,0,,5,18,79,71,79,65,78,78,25,,,,,,,,,
Nigeria,South Africa,0,2,,67,5,67,58,79,62,77,66,26,,,,,,,,,
Senegal,Equatorial Guinea,3,0,,43,1,68,64,78,67,76,69,26,,,,,,,,,
Iceland,Croatia,1,0,,35,0,70,62,75,65,71,67,29,23,4,74,66,77,65,74,71,27
Israel,Albania,0,3,,,,,,,,,,,,,,,,,,,
Mexico,USA,1,1,,16,15,72,62,75,65,77,71,27,10,31,70,66,80,62,77,72,27
Serbia,Wales,1,1,,55,11,72,64,80,65,74,71,27,,,,,,,,,
Iran,Uzbekistan,2,0,,42,4,66,59,74,60,73,65,27,,,,,,,,,
Australia,Brazil,0,4,,50,5,69,63,77,66,74,68,27,7,20,76,66,77,68,80,77,27
Costa Rica,Trinidad and Tobago,2,1,,25,4,68,60,74,65,75,67,28,,,,,,,,,
France,England,3,2,,21,14,77,66,82,72,79,73,27,10,14,73,66,77,68,80,74,26
Panama,Honduras,2,2,,52,0,64,57,74,60,73,63,29,3,34,70,62,78,60,77,72,28
Russia,New Zealand,2,0,,27,10,73,64,78,66,75,68,29,,,,,,,,,
Portugal,Mexico,2,2,,8,6,74,67,78,67,77,75,29,16,15,72,62,75,65,77,71,27
Australia,Germany,2,3,,50,5,69,63,77,66,74,68,27,5,18,79,71,79,65,78,78,25
Mexico,New Zealand,2,1,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Russia,Portugal,0,1,,27,10,73,64,78,66,75,68,29,8,6,74,67,78,67,77,75,29
Germany,Chile,1,1,,5,18,79,71,79,65,78,78,25,9,12,73,68,76,64,77,75,28
Mexico,Russia,2,1,,16,15,72,62,75,65,77,71,27,27,10,73,64,78,66,75,68,29
Germany,Cameroon,3,1,,5,18,79,71,79,65,78,78,25,7,59,69,64,81,63,81,74,26
Portugal,Chile,0,0,,8,6,74,67,78,67,77,75,29,9,12,73,68,76,64,77,75,28
Germany,Mexico,4,1,,5,18,79,71,79,65,78,78,25,16,15,72,62,75,65,77,71,27
Mexico,Paraguay,2,1,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Portugal,Mexico,2,1,,8,6,74,67,78,67,77,75,29,16,15,72,62,75,65,77,71,27
Mexico,El Salvador,3,1,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Costa Rica,Canada,1,1,,25,4,68,60,74,65,75,67,28,,,,,,,,,
Panama,Nicaragua,2,1,,52,0,64,57,74,60,73,63,29,,,,,,,,,
Panama,Nicaragua,2,1,,52,0,64,57,74,60,73,63,29,,,,,,,,,
Mexico,Jamaica,0,0,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Costa Rica,French Guyana,3,0,,25,4,68,60,74,65,75,67,28,,,,,,,,,
Panama,Martinique,3,0,,,,,,,,,,,,,,,,,,,
Costa Rica,Panama,1,0,,25,4,68,60,74,65,75,67,28,52,0,64,57,74,60,73,63,29
Mexico,Honduras,1,0,,16,15,72,62,75,65,77,71,27,3,34,70,62,78,60,77,72,28
Costa Rica,USA,0,2,,25,4,68,60,74,65,75,67,28,10,31,70,66,80,62,77,72,27
Mexico,Jamaica,0,1,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Brazil,Ecuador,2,0,,7,20,76,66,77,68,80,77,27,3,22,70,65,77,57,80,75,27
Peru,Bolivia,2,1,,46,,69,65,76,61,76,69,27,,,,,,,,,
Uruguay,Argentina,0,0,,9,12,73,66,78,68,76,74,27,1,16,78,69,80,68,77,77,28
Korea Republic,Iran,0,0,,56,9,66,57,76,64,75,67,27,42,4,66,59,74,60,73,65,27
Japan,Australia,2,0,,57,5,73,66,75,67,75,73,28,50,5,69,63,77,66,74,68,27
France,Netherlands,4,0,,21,14,77,66,82,72,79,73,27,10,8,74,68,80,63,78,75,26
Portugal,Faroe Islands,5,1,,8,6,74,67,78,67,77,75,29,,,,,,,,,
Switzerland,Andorra,3,0,,14,10,73,66,80,69,75,71,26,,,,,,,,,
Belgium,Gibraltar,9,0,,2,12,75,67,83,66,76,72,26,,,,,,,,,
Mexico,Panama,1,0,,16,15,72,62,75,65,77,71,27,52,0,64,57,74,60,73,63,29
Tunisia,Congo DR,2,1,,47,4,67,61,71,62,72,65,26,,,,,,,,,
Nigeria,Cameroon,4,0,,67,5,67,58,79,62,77,66,26,7,59,69,64,81,63,81,74,26
Denmark,Poland,4,0,,41,,73,64,78,65,73,69,28,27,7,70,63,78,64,74,67,28
Senegal,Burkina Faso,0,0,,43,1,68,64,78,67,76,69,26,,,,,,,,,
Serbia,Moldova,3,0,,55,11,72,64,80,65,74,71,27,,,,,,,,,
Israel,Macedonia,0,1,,,,,,,,,,,,,,,,,,,
Spain,Italy,3,0,,6,14,82,69,78,67,76,79,26,18,9,76,68,81,66,77,75,27
Croatia,Kosovo,1,0,,23,4,74,66,77,65,74,71,27,,,,,,,,,
France,Luxembourg,0,0,,21,14,77,66,82,72,79,73,27,,,,,,,,,
Germany,Norway,6,0,,5,18,79,71,79,65,78,78,25,,,,,,,,,
England,Slovakia,2,1,,10,14,73,66,77,68,80,74,26,,,,,,,,,
Costa Rica,Mexico,1,1,,25,4,68,60,74,65,75,67,28,16,15,72,62,75,65,77,71,27
Panama,Trinidad and Tobago,3,0,,52,0,64,57,74,60,73,63,29,,,,,,,,,
Colombia,Brazil,1,1,,4,5,73,67,79,63,78,74,27,7,20,76,66,77,68,80,77,27
Argentina,Venezuela,1,1,,1,16,78,69,80,68,77,77,28,,,,,,,,,
Iran,Syria,2,2,,42,4,66,59,74,60,73,65,27,,,,,,,,,
Australia,Thailand,2,1,,50,5,69,63,77,66,74,68,27,,,,,,,,,
Saudi Arabia,Japan,1,0,,60,4,65,56,73,62,76,65,27,57,5,73,66,75,67,75,73,28
Iceland,Ukraine,2,0,,35,0,70,62,75,65,71,67,29,,,,,,,,,
Egypt,Uganda,1,0,,44,2,68,61,73,63,72,67,28,,,,,,,,,
Colombia,Paraguay,1,2,,4,5,73,67,79,63,78,74,27,,,,,,,,,
Argentina,Peru,0,0,,1,16,78,69,80,68,77,77,28,46,,69,65,76,61,76,69,27
England,Slovenia,1,0,,10,14,73,66,77,68,80,74,26,,,,,,,,,
Iran,Togo,2,0,,42,4,66,59,74,60,73,65,27,,,,,,,,,
Mexico,Trinidad and Tobago,3,1,,16,15,72,62,75,65,77,71,27,,,,,,,,,
Spain,Albania,3,0,,6,14,82,69,78,67,76,79,26,,,,,,,,,
Croatia,Finland,1,1,,23,4,74,66,77,65,74,71,27,,,,,,,,,
Japan,New Zealand,2,1,,57,5,73,66,75,67,75,73,28,,,,,,,,,
Costa Rica,Honduras,1,1,,25,4,68,60,74,65,75,67,28,3,34,70,62,78,60,77,72,28
Nigeria,Zambia,1,0,,67,5,67,58,79,62,77,66,26,,,,,,,,,
Sweden,Luxembourg,8,0,,36,,70,64,77,64,71,67,28,,,,,,,,,
Switzerland,Hungary,5,2,,14,10,73,66,80,69,75,71,26,,,,,,,,,
Saudi Arabia,Jamaica,5,2,,60,4,65,56,73,62,76,65,27,,,,,,,,,
Russia,Korea Republic,4,2,,27,10,73,64,78,66,75,68,29,56,9,66,57,76,64,75,67,27
Egypt,Congo,2,1,,44,2,68,61,73,63,72,67,28,,,,,,,,,
Germany,Azerbaijan,5,1,,5,18,79,71,79,65,78,78,25,,,,,,,,,
Denmark,Romania,1,1,,41,,73,64,78,65,73,69,28,,,,,,,,,
Serbia,Georgia,1,0,,55,11,72,64,80,65,74,71,27,,,,,,,,,
Israel,Spain,0,1,,,,,,,,,,,6,14,82,69,78,67,76,79,26
Iceland,Kosovo,2,0,,35,0,70,62,75,65,71,67,29,,,,,,,,,
Uruguay,Bolivia,4,2,,9,12,73,66,78,68,76,74,27,,,,,,,,,
Brazil,Chile,3,0,,7,20,76,66,77,68,80,77,27,9,12,73,68,76,64,77,75,28
Peru,Colombia,1,1,,46,,69,65,76,61,76,69,27,4,5,73,67,79,63,78,74,27
Panama,Costa Rica,2,1,,52,0,64,57,74,60,73,63,29,25,4,68,60,74,65,75,67,28
Australia,Syria,2,1,,50,5,69,63,77,66,74,68,27,,,,,,,,,
France,Belarus,2,1,,21,14,77,66,82,72,79,73,27,,,,,,,,,
Portugal,Switzerland,2,0,,8,6,74,67,78,67,77,75,29,14,10,73,66,80,69,75,71,26
Belgium,Cyprus,4,0,,2,12,75,67,83,66,76,72,26,,,,,,,,,
Japan,Haiti,3,3,,57,5,73,66,75,67,75,73,28,,,,,,,,,
Korea Republic,Morocco,1,3,,56,9,66,57,76,64,75,67,27,64,4,72,64,77,63,76,73,27
Russia,Iran,1,1,,27,10,73,64,78,66,75,68,29,42,4,66,59,74,60,73,65,27
Saudi Arabia,Ghana,0,3,,60,4,65,56,73,62,76,65,27,3,23,71,66,80,63,81,74,25
Iceland,Czech Republic,1,2,,35,0,70,62,75,65,71,67,29,,,,,,,,,
Croatia,Greece,4,1,,23,4,74,66,77,65,74,71,27,3,18,73,66,79,62,76,74,28
Iran,Panama,2,1,,42,4,66,59,74,60,73,65,27,52,0,64,57,74,60,73,63,29
Sweden,Italy,1,0,,36,,70,64,77,64,71,67,28,18,9,76,68,81,66,77,75,27
Korea Republic,Colombia,2,1,,56,9,66,57,76,64,75,67,27,4,5,73,67,79,63,78,74,27
England,Germany,0,0,,10,14,73,66,77,68,80,74,26,5,18,79,71,79,65,78,78,25
Portugal,Saudi Arabia,3,0,,8,6,74,67,78,67,77,75,29,60,4,65,56,73,62,76,65,27
Belgium,Mexico,3,3,,2,12,75,67,83,66,76,72,26,16,15,72,62,75,65,77,71,27
Japan,Brazil,1,3,,57,5,73,66,75,67,75,73,28,7,20,76,66,77,68,80,77,27
France,Wales,2,0,,21,14,77,66,82,72,79,73,27,,,,,,,,,
Tunisia,Libya,0,0,,47,4,67,61,71,62,72,65,26,,,,,,,,,
Denmark,Ireland,0,0,,41,,73,64,78,65,73,69,28,,,,,,,,,
Russia,Argentina,0,1,,27,10,73,64,78,66,75,68,29,1,16,78,69,80,68,77,77,28
Spain,Costa Rica,5,0,,6,14,82,69,78,67,76,79,26,25,4,68,60,74,65,75,67,28
Switzerland,Northern Ireland,0,0,,14,10,73,66,80,69,75,71,26,,,,,,,,,
Iran,Venezuela,1,0,,42,4,66,59,74,60,73,65,27,,,,,,,,,
Senegal,South Africa,2,1,,43,1,68,64,78,67,76,69,26,,,,,,,,,
Argentina,Nigeria,2,4,,1,16,78,69,80,68,77,77,28,67,5,67,58,79,62,77,66,26
Korea Republic,Serbia,1,1,,56,9,66,57,76,64,75,67,27,55,11,72,64,80,65,74,71,27
Portugal,USA,1,1,,8,6,74,67,78,67,77,75,29,10,31,70,66,80,62,77,72,27
Russia,Spain,3,3,,27,10,73,64,78,66,75,68,29,6,14,82,69,78,67,76,79,26
England,Brazil,0,0,,10,14,73,66,77,68,80,74,26,7,20,76,66,77,68,80,77,27
Belgium,Japan,1,0,,2,12,75,67,83,66,76,72,26,57,5,73,66,75,67,75,73,28
Germany,France,2,2,,5,18,79,71,79,65,78,78,25,21,14,77,66,82,72,79,73,27
Australia,Honduras,3,1,,50,5,69,63,77,66,74,68,27,3,34,70,62,78,60,77,72,28
Peru,New Zealand,2,0,,46,,69,65,76,61,76,69,27,,,,,,,,,
Brazil,Croatia,3,1,,7,20,76,66,77,68,80,77,27,23,4,74,66,77,65,74,71,27
Chile,Australia,3,1,,9,12,73,68,76,64,77,75,28,50,5,69,63,77,66,74,68,27
Ivory Coast,Japan,2,1,,3,17,72,65,80,62,80,73,27,57,5,73,66,75,67,75,73,28
Uruguay,Costa Rica,1,3,,9,12,73,66,78,68,76,74,27,25,4,68,60,74,65,75,67,28
Germany,Portugal,4,0,,5,18,79,71,79,65,78,78,25,8,6,74,67,78,67,77,75,29
Iran,Nigeria,0,0,,42,4,66,59,74,60,73,65,27,67,5,67,58,79,62,77,66,26
Brazil,Mexico,0,0,,7,20,76,66,77,68,80,77,27,16,15,72,62,75,65,77,71,27
Russia,Korea Republic,1,1,,27,10,73,64,78,66,75,68,29,56,9,66,57,76,64,75,67,27
Cameroon,Croatia,0,4,,7,59,69,64,81,63,81,74,26,23,4,74,66,77,65,74,71,27
Uruguay,England,2,1,,9,12,73,66,78,68,76,74,27,10,14,73,66,77,68,80,74,26
Italy,Costa Rica,0,1,,18,9,76,68,81,66,77,75,27,25,4,68,60,74,65,75,67,28
Switzerland,France,2,5,,14,10,73,66,80,69,75,71,26,21,14,77,66,82,72,79,73,27
Argentina,Iran,1,0,,1,16,78,69,80,68,77,77,28,42,4,66,59,74,60,73,65,27
Belgium,Russia,1,0,,2,12,75,67,83,66,76,72,26,27,10,73,64,78,66,75,68,29
USA,Portugal,2,2,,10,31,70,66,80,62,77,72,27,8,6,74,67,78,67,77,75,29
Australia,Spain,0,3,,50,5,69,63,77,66,74,68,27,6,14,82,69,78,67,76,79,26
Cameroon,Brazil,1,4,,7,59,69,64,81,63,81,74,26,7,20,76,66,77,68,80,77,27
Croatia,Mexico,1,3,,23,4,74,66,77,65,74,71,27,16,15,72,62,75,65,77,71,27
Costa Rica,England,0,0,,25,4,68,60,74,65,75,67,28,10,14,73,66,77,68,80,74,26
Italy,Uruguay,0,1,,18,9,76,68,81,66,77,75,27,9,12,73,66,78,68,76,74,27
Japan,Colombia,1,4,,57,5,73,66,75,67,75,73,28,4,5,73,67,79,63,78,74,27
Bosnia-Herzegovina,Iran,3,1,,1,16,73,66,79,61,77,75,27,42,4,66,59,74,60,73,65,27
Ecuador,France,0,0,,3,22,70,65,77,57,80,75,27,21,14,77,66,82,72,79,73,27
Honduras,Switzerland,0,3,,3,34,70,62,78,60,77,72,28,14,10,73,66,80,69,75,71,26
Nigeria,Argentina,2,3,,67,5,67,58,79,62,77,66,26,1,16,78,69,80,68,77,77,28
Algeria,Russia,1,1,,4,32,70,62,78,62,74,70,26,27,10,73,64,78,66,75,68,29
Korea Republic,Belgium,0,1,,56,9,66,57,76,64,75,67,27,2,12,75,67,83,66,76,72,26
USA,Germany,0,1,,10,31,70,66,80,62,77,72,27,5,18,79,71,79,65,78,78,25
Colombia,Uruguay,2,0,,4,5,73,67,79,63,78,74,27,9,12,73,66,78,68,76,74,27
Netherlands,Mexico,2,1,,10,8,74,68,80,63,78,75,26,16,15,72,62,75,65,77,71,27
France,Nigeria,2,0,,21,14,77,66,82,72,79,73,27,67,5,67,58,79,62,77,66,26
Argentina,Switzerland,1,0,,1,16,78,69,80,68,77,77,28,14,10,73,66,80,69,75,71,26
Brazil,Colombia,2,1,,7,20,76,66,77,68,80,77,27,4,5,73,67,79,63,78,74,27
France,Germany,0,1,,21,14,77,66,82,72,79,73,27,5,18,79,71,79,65,78,78,25
Argentina,Belgium,1,0,,1,16,78,69,80,68,77,77,28,2,12,75,67,83,66,76,72,26
Netherlands,Costa Rica,0,0,,10,8,74,68,80,63,78,75,26,25,4,68,60,74,65,75,67,28
Brazil,Germany,1,7,,7,20,76,66,77,68,80,77,27,5,18,79,71,79,65,78,78,25
Netherlands,Argentina,0,0,,10,8,74,68,80,63,78,75,26,1,16,78,69,80,68,77,77,28
Germany,Argentina,1,0,,5,18,79,71,79,65,78,78,25,1,16,78,69,80,68,77,77,28
Germany,Argentina,2,4,,5,18,79,71,79,65,78,78,25,1,16,78,69,80,68,77,77,28
Belgium,Australia,2,0,,2,12,75,67,83,66,76,72,26,50,5,69,63,77,66,74,68,27
France,Spain,1,0,,21,14,77,66,82,72,79,73,27,6,14,82,69,78,67,76,79,26
Iraq,Peru,0,2,,,,,,,,,,,46,,69,65,76,61,76,69,27
Japan,Uruguay,0,2,,57,5,73,66,75,67,75,73,28,9,12,73,66,78,68,76,74,27
Senegal,Egypt,2,0,,43,1,68,64,78,67,76,69,26,44,2,68,61,73,63,72,67,28
Costa Rica,Panama,2,2,,25,4,68,60,74,65,75,67,28,52,0,64,57,74,60,73,63,29
Serbia,France,1,1,,55,11,72,64,80,65,74,71,27,21,14,77,66,82,72,79,73,27
Australia,Saudi Arabia,3,2,,50,5,69,63,77,66,74,68,27,60,4,65,56,73,62,76,65,27
Austria,Sweden,1,1,,,,,,,,,,,36,,70,64,77,64,71,67,28
Korea Republic,Uruguay,0,1,,56,9,66,57,76,64,75,67,27,9,12,73,66,78,68,76,74,27
Switzerland,England,0,2,,14,10,73,66,80,69,75,71,26,10,14,73,66,77,68,80,74,26
Qatar,Peru,0,2,,,,,,,,,,,46,,69,65,76,61,76,69,27
Botswana,Senegal,0,2,,,,,,,,,,,43,1,68,64,78,67,76,69,26
Egypt,Tunisia,0,1,,44,2,68,61,73,63,72,67,28,47,4,67,61,71,62,72,65,26
South Africa,Nigeria,0,0,,,,,,,,,,,67,5,67,58,79,62,77,66,26
